X,Y,OBJECTID,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,LEVEL_,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID
-13055164.84,4093073.186,29819,64104011111,ENDEAVOUR SCHOOL OF EXPLORATION,12403 RIDGECREST RD.,VICTORVILLE,CA,92395,7780,(760) 843-7303,1,1,745,SAN BERNARDINO,6071,USA,34.47729962,-117.2765411,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=064104011111,1/29/2010 0:00,IMAGERY,5/25/2010 0:00,http://www.vesd.net,ELEMENTARY,719,KG,6,641040,26,NOT AVAILABLE
-13258571.18,4358581.078,29856,60141806996,WOODLAKE HIGH,400 W. WHITNEY AVE.,WOODLAKE,CA,93286,1298,(559) 564-3307,1,1,661,TULARE,6107,USA,36.42009679,-119.1037714,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060141806996,5/8/2015 0:00,IMAGERY,5/21/2015 0:00,http://whswoodlake.sharpschool.com/,HIGH,631,9,12,601418,30,NOT AVAILABLE
-13041549.34,3856715.06,29861,63432013288,E3 CIVIC HIGH,395 11TH AVE. 6TH FL.,SAN DIEGO,CA,92101,NOT AVAILABLE,(619) 546-0000,1,1,452,SAN DIEGO,6073,USA,32.70879657,-117.154231,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432013288,5/8/2015 0:00,GEOCODE,5/27/2015 0:00,http://www.e3civichigh.com,HIGH,429,9,12,634320,23,NOT AVAILABLE
-13054693.17,3975625.868,29863,60002709492,WILDOMAR ELEMENTARY,21575 PALOMAR RD.,WILDOMAR,CA,92595,7441,(951) 253-7555,1,1,694,RIVERSIDE,6065,USA,33.60305599,-117.272304,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060002709492,1/29/2010 0:00,IMAGERY,6/1/2010 0:00,NOT AVAILABLE,ELEMENTARY,666,KG,5,600027,28,NOT AVAILABLE
-12940810.11,3991423.119,29864,61111010275,INDIO MIDDLE,81-195 MILES AVE.,INDIO,CA,92201,5639,(760) 775-3800,1,1,824,RIVERSIDE,6065,USA,33.72116987,-116.2492751,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061111010275,12/10/2009 0:00,IMAGERY,10/20/2011 0:00,http://www.dsusd.us,MIDDLE,795,6,8,611110,29,10775075
-13451257.25,4676049.449,29873,69100612762,CHARTER ALTERNATIVE PROGRAM (CAP),6520 OAK DELL RD.,EL DORADO,CA,95623,4322,(530) 622-6984,4,1,186,EL DORADO,6017,USA,38.68078559,-120.8346998,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=069100612762,2/4/2014 0:00,IMAGERY,5/19/2014 0:00,http://www.edcoe.org,ELEMENTARY,178,KG,8,691006,8,NOT AVAILABLE
-13196742.66,4055526.946,29874,62271008886,DIANE S. LEICHMAN CAREER PREPARATORY AND TRANSITION CENTER,19034 GAULT ST.,RESEDA,CA,91335,3910,(818) 881-5341,2,1,210,LOS ANGELES,6037,USA,34.19879701,-118.5483563,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271008886,10/13/2009 0:00,IMAGERY,2/12/2016 0:00,http://www.leichman-lausd-ca.schoolloop.com,HIGH,188,6,12,622710,22,10795158
-13634205.5,4536341.147,29876,61887002285,GARDEN VILLAGE ELEMENTARY,208 GARDEN LN.,COLMA,CA,94015,1628,(650) 991-1233,1,1,318,SAN MATEO,6081,USA,37.69437773,-122.4781519,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061887002285,12/10/2009 0:00,IMAGERY,2/25/2016 0:00,NOT AVAILABLE,ELEMENTARY,305,KG,5,618870,13,10813925
-13327299.82,4084848.029,29882,60141406021,HARDING UNIVERSITY PARTNERSHIP,1625 ROBBINS ST.,SANTA BARBARA,CA,93101,4734,(805) 965-8994,1,1,392,SANTA BARBARA,6083,USA,34.41636791,-119.7211713,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060141406021,2/4/2014 0:00,IMAGERY,5/15/2014 0:00,http://www.sbunified.org,ELEMENTARY,375,KG,6,601414,17,NOT AVAILABLE
-13486208.31,4505234.633,29888,63003004704,CREEKSIDE MIDDLE,535 PEREGRINE DR.,PATTERSON,CA,95363,2232,(209) 892-4710,1,1,1206,STANISLAUS,6099,USA,37.4729363,-121.1486705,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063003004704,12/10/2009 0:00,IMAGERY,3/1/2016 0:00,NOT AVAILABLE,MIDDLE,1156,6,8,630030,50,NOT AVAILABLE
-13826268.65,5124555.869,29891,61077001192,CRESCENT ELK MIDDLE,994 G ST.,CRESCENT CITY,CA,95531,3417,(707) 464-0320,1,1,562,DEL NORTE,6015,USA,41.75637966,-124.2034845,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061077001192,1/29/2010 0:00,IMAGERY,5/19/2010 0:00,http://www.delnorte.k12.ca.us,MIDDLE,539,6,8,610770,23,10780250
-13167196.24,4033704.832,29892,62271010851,ALLIANCE GERTZ-RESSLER RICHARD MERKIN 6-12 COMPLEX,2023 S. UNION AVE.,LOS ANGELES,CA,90007,1326,(213) 745-8141,1,1,1024,LOS ANGELES,6037,USA,34.03650517,-118.2829363,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271010851,1/29/2010 0:00,IMAGERY,6/9/2010 0:00,http://gertzresslerhigh.org,HIGH,977,6,12,622710,47,NOT AVAILABLE
-13335407.37,4396731.253,29899,60141501785,WEST FRESNO ELEMENTARY,2910 S. IVY ST.,FRESNO,CA,93706,5515,(559) 495-5615,1,1,753,FRESNO,6019,USA,36.69537953,-119.7940026,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060141501785,2/4/2014 0:00,IMAGERY,5/15/2014 0:00,http://www.wfes.washingtonunified.org,ELEMENTARY,721,KG,5,601415,32,NOT AVAILABLE
-13606781.24,4547764.035,29902,69105104288,LAZEAR CHARTER ACADEMY,824 29TH AVE.,OAKLAND,CA,94601,2205,(510) 689-2018,1,1,485,ALAMEDA,6001,USA,37.77552967,-122.2317956,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=069105104288,5/8/2015 0:00,IMAGERY,5/27/2015 0:00,http://www.efcps.org,ELEMENTARY,463,KG,8,691051,22,NOT AVAILABLE
-13500748.74,4575942.787,29911,63801012106,ASPIRE PORT CITY ACADEMY,2040 W. LN.,STOCKTON,CA,95205,2129,(209) 943-2389,1,1,425,SAN JOAQUIN,6077,USA,37.97534014,-121.2792894,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063801012106,1/5/2016 0:00,IMAGERY,1/15/2016 0:00,http://www.aspirepublicschools.org,ELEMENTARY,405,KG,5,638010,20,NOT AVAILABLE
-13586355.25,4521827.89,29915,62691004073,CESAR CHAVEZ MIDDLE,2801 HOP RANCH RD.,UNION CITY,CA,94587,5708,(510) 471-1700,1,1,1306,ALAMEDA,6001,USA,37.59114255,-122.0483058,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062691004073,10/13/2009 0:00,IMAGERY,2/8/2016 0:00,http://www.nhusd.k12.ca.us,MIDDLE,1252,6,8,626910,54,10781025
-13549682.75,4580052.62,29916,62808000190,VINTAGE PARKWAY ELEMENTARY,1000 VINTAGE PKWY.,OAKLEY,CA,94561,3161,(925) 625-6800,1,1,545,CONTRA COSTA,6013,USA,38.00443692,-121.7188711,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062808000190,12/10/2009 0:00,IMAGERY,2/9/2016 0:00,NOT AVAILABLE,ELEMENTARY,523,KG,5,628080,22,10813208
-13146201.63,4011835.172,29918,60162000014,GAHR (RICHARD) HIGH,11111 ARTESIA BLVD.,CERRITOS,CA,90703,2533,(562) 229-7730,1,1,2037,LOS ANGELES,6037,USA,33.87354762,-118.0943385,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060162000014,10/13/2009 0:00,IMAGERY,2/16/2016 0:00,NOT AVAILABLE,HIGH,1955,9,12,601620,82,10781142
-13626145.8,4523775.242,29919,62490003717,GREEN HILLS ELEMENTARY,401 LUDEMAN LN.,MILLBRAE,CA,94030,1318,(650) 588-6485,1,1,409,SAN MATEO,6081,USA,37.60500272,-122.4057504,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062490003717,12/10/2009 0:00,IMAGERY,2/25/2016 0:00,NOT AVAILABLE,ELEMENTARY,394,KG,5,624900,15,10813946
-13604948.99,4506474.968,29920,63213004968,HOOVER ELEMENTARY,701 CHARTER ST.,REDWOOD CITY,CA,94063,2960,(650) 482-2408,1,1,721,SAN MATEO,6081,USA,37.48177861,-122.2153362,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063213004968,12/10/2009 0:00,IMAGERY,2/25/2016 0:00,NOT AVAILABLE,ELEMENTARY,692,KG,8,632130,29,10813971
-13104060.53,4041118.991,29973,60876000892,OAKMONT ELEMENTARY,120 W. GREEN ST.,CLAREMONT,CA,91711,4912,(909) 398-0313,1,1,322,LOS ANGELES,6037,USA,34.09167946,-117.7157786,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060876000892,10/13/2009 0:00,IMAGERY,2/17/2016 0:00,NOT AVAILABLE,ELEMENTARY,310,KG,6,608760,12,10824454
-13556180.8,4673406.574,29974,64308007002,GIBSON ELEMENTARY,312 GIBSON RD.,WOODLAND,CA,95695,4765,(530) 662-3944,1,1,623,YOLO,6113,USA,38.66224975,-121.777244,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=064308007002,12/10/2009 0:00,IMAGERY,3/3/2016 0:00,NOT AVAILABLE,ELEMENTARY,597,KG,6,643080,26,10788620
-13071038.93,4035627.952,29990,60939002599,RUTH O. HARRIS MIDDLE,11150 ALDER AVE.,BLOOMINGTON,CA,92316,3006,(909) 876-6300,1,1,792,SAN BERNARDINO,6071,USA,34.05081999,-117.4191405,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060939002599,12/10/2009 0:00,IMAGERY,5/26/2010 0:00,NOT AVAILABLE,MIDDLE,757,7,8,609390,35,10797478
-13160824.02,4027496.162,29999,62271012634,ASPIRE PACIFIC ACADEMY,2565 58TH ST.,HUNTINGTON PARK,CA,90255,4126,(323) 589-2800,1,1,549,LOS ANGELES,6037,USA,33.99027419,-118.2256937,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271012634,2/4/2014 0:00,IMAGERY,5/15/2014 0:00,http://aspirepublicschools.org,HIGH,525,6,12,622710,24,NOT AVAILABLE
-13429933.24,4927015.715,30000,63855006472,MCKINLEY ELEMENTARY,2005 FOURTH ST.,SUSANVILLE,CA,96130,4105,(530) 257-5161,1,1,435,LASSEN,6035,USA,40.41898201,-120.643143,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063855006472,10/13/2009 0:00,IMAGERY,7/13/2016 0:00,http://www.mckinley-school.org,ELEMENTARY,417,KG,2,638550,18,10807144
-13182299.27,4025770.108,30022,62271012631,ANIMO WESTSIDE CHARTER MIDDLE,5456 MCCONNELL AVE.,LOS ANGELES,CA,90066,2056,(323) 565-3251,1,1,443,LOS ANGELES,6037,USA,33.97741718,-118.4186091,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271012631,2/4/2014 0:00,IMAGERY/OTHER,3/12/2020 0:00,http://greendot.org/westside,MIDDLE,423,6,8,622710,20,NOT AVAILABLE
-13155593.59,4020927.777,30027,62271010863,INTERNATIONAL STUDIES LRNG CENTER AT LEGACY HIGH SCH COMPLEX,5225 TWEEDY BLVD.,SOUTH GATE,CA,90280,5332,(323) 357-7521,1,1,839,LOS ANGELES,6037,USA,33.94133731,-118.1787079,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271010863,1/29/2010 0:00,IMAGERY/OTHER,3/19/2020 0:00,http://www.islc-lausd-ca.schoolloop.com/,HIGH,804,6,12,622710,35,10815234
-13184230.25,4059574.231,30035,62271013564,VALOR ACADEMY HIGH,8015 VAN NUYS BLVD. 4TH FL.,PANORAMA CITY,CA,91402,6009,(818) 934-8910,1,1,500,LOS ANGELES,6037,USA,34.22886256,-118.4359555,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271013564,5/8/2015 0:00,IMAGERY,10/31/2017 0:00,http://valoracademy.org,HIGH,473,9,12,622710,27,NOT AVAILABLE
-13254213.8,4212530.488,30080,60639009331,WAYNE VAN HORN ELEMENTARY,5501 KLEINPELL AVE.,BAKERSFIELD,CA,93309,1522,(661) 324-6538,1,1,607,KERN,6029,USA,35.35720523,-119.0646284,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060639009331,1/29/2010 0:00,IMAGERY/OTHER,8/23/2010 0:00,NOT AVAILABLE,ELEMENTARY,584,KG,6,606390,23,NOT AVAILABLE
-13272775.1,4256458.032,30102,62423003646,KERN AVENUE ELEMENTARY,356 W. KERN AVE.,MCFARLAND,CA,93250,1351,(661) 792-3033,1,1,733,KERN,6029,USA,35.67838956,-119.2313674,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062423003646,1/29/2010 0:00,IMAGERY/OTHER,8/23/2010 0:00,http://www.mcfarlandusd.com/kaes/,ELEMENTARY,707,KG,5,624230,26,NOT AVAILABLE
-13578135.24,4550005.496,30182,63513005948,GREENBROOK ELEMENTARY,1475 HARLAN DR.,DANVILLE,CA,94526,5248,(925) 855-5300,1,1,658,CONTRA COSTA,6013,USA,37.79144331,-121.9744642,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063513005948,12/10/2009 0:00,IMAGERY,2/9/2016 0:00,http://www.ges.srvusd.net,ELEMENTARY,634,KG,5,635130,24,10813169
-13138211.66,4040336.321,30183,61209001362,WRIGHT ELEMENTARY,11317 E. MCGIRK RD.,EL MONTE,CA,91732,1899,(626) 575-2333,1,1,827,LOS ANGELES,6037,USA,34.08585672,-118.0225634,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061209001362,10/13/2009 0:00,IMAGERY,2/12/2016 0:00,NOT AVAILABLE,ELEMENTARY,792,KG,8,612090,35,NOT AVAILABLE
-13333980.06,4468206.135,30184,60016010252,RIVERGOLD ELEMENTARY,31800 RD. 400,COARSEGOLD,CA,93614,9501,(559) 658-7566,1,1,495,MADERA,6039,USA,37.20847962,-119.7811809,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060016010252,10/13/2009 0:00,IMAGERY,2/17/2016 0:00,NOT AVAILABLE,ELEMENTARY,475,KG,8,600160,20,10796384
-13066702.65,4020814.75,30185,63315003613,RAINCROSS HIGH (CONTINUATION),6401 LINCOLN AVE.,RIVERSIDE,CA,92506,4424,(951) 276-7670,4,1,162,RIVERSIDE,6065,USA,33.94049497,-117.380187,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063315003613,1/29/2010 0:00,IMAGERY,5/20/2010 0:00,NOT AVAILABLE,HIGH,150,9,12,633150,12,NOT AVAILABLE
-13517515.62,4643596.187,30186,61233001414,VALLEY HIGH,6300 EHRHARDT AVE.,SACRAMENTO,CA,95823,5637,(916) 689-6500,1,1,1634,SACRAMENTO,6067,USA,38.45284192,-121.4299089,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061233001414,12/10/2009 0:00,IMAGERY,2/22/2016 0:00,NOT AVAILABLE,HIGH,1556,9,12,612330,78,NOT AVAILABLE
-13482529.82,4524383.803,30187,63666006214,SHILOH ELEMENTARY,6633 PARADISE RD.,MODESTO,CA,95358,9253,(209) 522-2261,1,1,40,STANISLAUS,6099,USA,37.60933359,-121.1156261,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063666006214,10/13/2009 0:00,IMAGERY,2/29/2016 0:00,NOT AVAILABLE,ELEMENTARY,39,KG,8,636660,1,NOT AVAILABLE
-13322002.4,4388328.894,30239,61425001637,FOWLER ACADEMY CONTINUATION,975 E. ADAMS AVE.,FOWLER,CA,93625,2702,(559) 834-6098,4,1,15,FRESNO,6019,USA,36.63483432,-119.6735837,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061425001637,1/29/2010 0:00,IMAGERY/OTHER,6/21/2010 0:00,http://www.fowler.k12.ca.us,HIGH,14,7,12,614250,1,NOT AVAILABLE
-13633000.61,4649403.575,30287,63783008533,SAINT HELENA PRIMARY,1701 GRAYSON AVE.,ST. HELENA,CA,94574,2106,(707) 967-2772,1,1,252,NAPA,6055,USA,38.49368468,-122.4673282,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063783008533,1/29/2010 0:00,IMAGERY/OTHER,8/26/2010 0:00,http://www.sthelenaunified.org,ELEMENTARY,238,KG,2,637830,14,NOT AVAILABLE
-13333389.17,4343082.192,30298,62136008709,CINNAMON ELEMENTARY,500 E. CINNAMON DR.,LEMOORE,CA,93245,2988,(559) 924-6870,1,1,595,KINGS,6031,USA,36.30798055,-119.7758728,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062136008709,1/29/2010 0:00,IMAGERY/OTHER,8/24/2010 0:00,http://www.luesd.k12.ca.us,ELEMENTARY,570,KG,6,621360,25,NOT AVAILABLE
-13600998.8,4541283.946,30359,62805010459,ASPIRE LIONEL WILSON COLLEGE PREPARATORY ACADEMY,400 105TH AVE.,OAKLAND,CA,94603,2968,(510) 635-7737,1,1,539,ALAMEDA,6001,USA,37.72950391,-122.179851,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062805010459,1/29/2010 0:00,IMAGERY,6/10/2010 0:00,http://www.aspirepublicschools.org,HIGH,515,6,12,628050,24,NOT AVAILABLE
-12946588.92,3992838.977,30367,61111012080,SUMMIT HIGH (CONTINUATION),43-330 PALM ROYALE DR.,LA QUINTA,CA,92253,8170,(760) 238-9760,4,1,304,RIVERSIDE,6065,USA,33.73174812,-116.3011871,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061111012080,1/29/2010 0:00,IMAGERY,5/27/2010 0:00,http://www.dsusd.us,HIGH,292,10,12,611110,12,NOT AVAILABLE
-13085176.96,4046457.975,30377,60816001122,RANCHO CUCAMONGA HIGH,11801 LARK DR.,RANCHO CUCAMONGA,CA,91701,8715,(909) 989-1600,1,1,3475,SAN BERNARDINO,6071,USA,34.13138857,-117.5461446,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060816001122,12/10/2009 0:00,IMAGERY,10/20/2011 0:00,http://www.cjuhsd.net,HIGH,3339,9,12,608160,136,10796895
-13565103.7,4490642.553,30378,61182001302,INDEPENDENCE HIGH,1776 EDAL PARK DR.,SAN JOSE,CA,95133,1703,(408) 928-9500,1,1,3038,SANTA CLARA,6085,USA,37.36883119,-121.8573998,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061182001302,12/10/2009 0:00,IMAGERY,2/26/2016 0:00,NOT AVAILABLE,HIGH,2914,9,12,611820,124,10815300
-13258709.54,4072933.769,30379,60603000540,BRIGGS ELEMENTARY,14438 W. TELEGRAPH RD.,SANTA PAULA,CA,93060,3088,(805) 525-7151,1,1,305,VENTURA,6111,USA,34.32802866,-119.1050142,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060603000540,12/10/2009 0:00,IMAGERY,3/3/2016 0:00,http://www.briggsesd.org,MIDDLE,291,5,8,606030,14,10794385
-13121825.08,3989241.249,30386,63531007862,DOUGLAS MACARTHUR FUNDAMENTAL INTERMEDIATE,600 W. ALTON AVE.,SANTA ANA,CA,92707,4073,(714) 513-9800,1,1,1255,ORANGE,6059,USA,33.70486598,-117.8753603,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063531007862,1/29/2010 0:00,IMAGERY,6/4/2010 0:00,NOT AVAILABLE,MIDDLE,1210,6,8,635310,45,NOT AVAILABLE
-13127383.39,4019026.999,30387,61476001814,SONORA HIGH,401 S. PALM ST.,LA HABRA,CA,90631,5735,(562) 266-2003,1,1,2009,ORANGE,6059,USA,33.92717056,-117.9252914,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061476001814,10/13/2009 0:00,IMAGERY,6/8/2010 0:00,NOT AVAILABLE,HIGH,1941,9,12,614760,68,NOT AVAILABLE
-13617427.93,4519724.643,30388,63492005912,COLLEGE PARK ELEMENTARY,715-A INDIAN AVE.,SAN MATEO,CA,94401,1768,(650) 312-7691,1,1,469,SAN MATEO,6081,USA,37.5761699,-122.3274364,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063492005912,1/29/2010 0:00,IMAGERY,6/10/2010 0:00,http://college-park.smfcsd.net,ELEMENTARY,450,KG,5,634920,19,10814146
-13130783.84,3997064.746,30431,61488002338,JORDAN SECONDARY LEARNING CENTER,9915 WOODBURY AVE.,GARDEN GROVE,CA,92844,2838,(714) 663-6486,2,1,80,ORANGE,6059,USA,33.76331223,-117.9558381,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061488002338,10/13/2009 0:00,IMAGERY,6/4/2010 0:00,http://www.ggusd.us/jslc,HIGH,74,12,12,614880,6,NOT AVAILABLE
-13198957.03,4056132.208,30433,62271012671,STANLEY MOSK ELEMENTARY,7335 LUBAO AVE.,WINNETKA,CA,91306,3670,(818) 700-2020,1,1,562,LOS ANGELES,6037,USA,34.20329393,-118.5682484,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271012671,2/4/2014 0:00,IMAGERY,5/15/2014 0:00,http://www.stanleymoskes-lausd-ca.schoolloop.com,ELEMENTARY,538,KG,5,622710,24,NOT AVAILABLE
-13037841.49,3884830.636,30441,63432010057,HAGE ELEMENTARY,9750 GALVIN AVE.,SAN DIEGO,CA,92126,4823,(858) 566-0273,1,1,717,SAN DIEGO,6073,USA,32.92105967,-117.1209228,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432010057,1/29/2010 0:00,IMAGERY,5/20/2010 0:00,http://www.hagepta.com,ELEMENTARY,689,KG,5,634320,28,10814378
-13451789.07,4508603.124,30442,60015812929,ECADEMY CHARTER AT CRANE,1100 CAHILL AVE.,TURLOCK,CA,95380,4102,(209) 669-3410,1,1,149,STANISLAUS,6099,USA,37.49694774,-120.8394772,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060015812929,2/4/2014 0:00,IMAGERY,5/15/2014 0:00,http://www.turlockusd-ca.schoolloop.com,OTHER,142,KG,12,600158,7,NOT AVAILABLE
-13587518.41,4538136.899,30443,60780000752,VANNOY ELEMENTARY,5100 VANNOY,CASTRO VALLEY,CA,94546,146,(510) 537-1832,1,1,452,ALAMEDA,6001,USA,37.70714123,-122.0587547,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060780000752,12/10/2009 0:00,IMAGERY,2/8/2016 0:00,NOT AVAILABLE,ELEMENTARY,434,KG,5,607800,18,10788327
-13029955.33,3838636.887,30444,60861000867,LOS ALTOS ELEMENTARY,1332 KENALAN DR.,SAN DIEGO,CA,92154,3731,(619) 690-5880,1,1,347,SAN DIEGO,6073,USA,32.57204497,-117.0500803,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060861000867,12/10/2009 0:00,IMAGERY,2/24/2016 0:00,http://schools.cvesd.org/schools/losaltos/,ELEMENTARY,330,KG,6,608610,17,10814427
